,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
199,Boeing 777,Couple Leisure,Business Class,London to Cape Town,2021-12-01 00:00:00,3.0,3.0,2.0,5.0,4.0,3,1.0,yes
200,None,Solo Leisure,Premium Economy,London to Tampa,2021-11-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
201,A320-200,Solo Leisure,Business Class,Edinburgh to London,2021-12-01 00:00:00,4.0,5.0,4.0,0.0,5.0,4,5.0,yes
202,A320-200,Solo Leisure,Business Class,London to Edinburgh,2021-12-01 00:00:00,4.0,5.0,5.0,0.0,3.0,4,0.0,yes
203,A380,Family Leisure,Economy Class,London Heathrow to Los Angeles,2021-12-01 00:00:00,1.0,4.0,1.0,1.0,2.0,1,0.0,no
204,Boeing 777,Business,Economy Class,London to St Lucia,2021-12-01 00:00:00,5.0,5.0,4.0,0.0,5.0,5,0.0,yes
205,Boeing 787,Couple Leisure,First Class,London to Chicago,2021-11-01 00:00:00,4.0,5.0,5.0,3.0,4.0,4,5.0,yes
206,A320,Solo Leisure,Business Class,London to Istanbul,2021-12-01 00:00:00,1.0,2.0,3.0,1.0,1.0,2,1.0,no
207,Boeing 777,Couple Leisure,Business Class,Dubai to London Heaathrow,2021-12-01 00:00:00,4.0,2.0,3.0,4.0,1.0,4,3.0,yes
208,A320,Solo Leisure,Economy Class,London to Aberdeen,2021-12-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
209,Boeing 777,Couple Leisure,Business Class,London Gatwick to Cancun,2021-12-01 00:00:00,1.0,5.0,3.0,2.0,5.0,3,0.0,no
210,None,Business,Business Class,Kingston to London,2021-08-01 00:00:00,1.0,2.0,2.0,3.0,2.0,1,1.0,no
211,None,Family Leisure,Business Class,London to Delhi,2021-01-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
212,None,Solo Leisure,Economy Class,Washington DC to Moscow via London,2021-12-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
213,None,Solo Leisure,Economy Class,Singapore to London,2021-07-01 00:00:00,3.0,4.0,1.0,3.0,1.0,1,0.0,no
214,None,Family Leisure,Economy Class,Cairo to Portland via London / Seattle,2021-11-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
215,A320,Business,Business Class,London Heathrow to Paris CDG,2021-11-01 00:00:00,3.0,4.0,4.0,0.0,1.0,3,0.0,no
216,None,Business,Business Class,Manchester to London Heathrow,2021-11-01 00:00:00,1.0,0.0,0.0,0.0,1.0,2,0.0,no
217,A321 neo,Solo Leisure,Business Class,London to Tenerife,2021-11-01 00:00:00,3.0,2.0,3.0,0.0,4.0,2,0.0,no
218,A321 neo,Solo Leisure,Business Class,Tenerife to London,2021-11-01 00:00:00,4.0,5.0,5.0,0.0,4.0,4,0.0,yes
219,A320,Solo Leisure,Economy Class,Stockholm to London Heathrow,2021-11-01 00:00:00,1.0,5.0,1.0,0.0,1.0,2,0.0,no
220,None,Business,Economy Class,Frankfurt to London,2021-11-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
221,A320neo,Couple Leisure,Business Class,London Heathrow to Tenerife South,2021-11-01 00:00:00,3.0,3.0,1.0,0.0,2.0,1,0.0,no
222,A320 Neo,Couple Leisure,Business Class,Heathrow to Tenerife South,2021-11-01 00:00:00,2.0,5.0,3.0,0.0,3.0,3,0.0,yes
223,None,Solo Leisure,Economy Class,London to Chicago,2021-11-01 00:00:00,1.0,2.0,2.0,2.0,1.0,1,2.0,no
224,None,Solo Leisure,Economy Class,London to Mexico,2021-10-01 00:00:00,2.0,3.0,2.0,5.0,2.0,2,0.0,no
225,Boeing 777,Couple Leisure,Economy Class,Manchester to Nassau via London,2021-10-01 00:00:00,2.0,2.0,2.0,2.0,1.0,1,1.0,no
226,None,Family Leisure,Economy Class,Mumbai to Dublin via London,2021-11-01 00:00:00,3.0,2.0,2.0,3.0,2.0,3,0.0,no
227,None,Solo Leisure,Premium Economy,Gibraltar to London,2021-11-01 00:00:00,4.0,4.0,0.0,0.0,1.0,3,0.0,no
228,A321,Business,Economy Class,Belfast to London,2021-11-01 00:00:00,4.0,5.0,4.0,0.0,4.0,4,0.0,yes
229,A321,Family Leisure,Business Class,Larnaca to London Heathrow,2021-10-01 00:00:00,2.0,4.0,2.0,0.0,3.0,3,3.0,yes
230,A320,Couple Leisure,Business Class,Lisbon to London Heathrow,2021-09-01 00:00:00,4.0,4.0,4.0,0.0,5.0,4,0.0,yes
231,Boeing 787,Couple Leisure,Premium Economy,Madrid to London,2021-10-01 00:00:00,4.0,5.0,5.0,4.0,3.0,5,0.0,yes
232,A320NEO,Family Leisure,Economy Class,London to Bologna,2021-10-01 00:00:00,5.0,5.0,3.0,0.0,2.0,4,0.0,yes
233,A321 Neo,Business,Economy Class,London to Alicante,2021-10-01 00:00:00,1.0,4.0,4.0,0.0,4.0,5,0.0,yes
234,A321,Family Leisure,Business Class,London to Larnaca,2021-10-01 00:00:00,3.0,5.0,3.0,2.0,4.0,4,2.0,yes
235,A320,Business,Economy Class,Prague to London,2021-10-01 00:00:00,4.0,5.0,0.0,0.0,1.0,1,0.0,no
236,None,Couple Leisure,Economy Class,Male to London,2021-10-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,5.0,yes
237,None,Solo Leisure,Premium Economy,London to Toronto,2021-10-01 00:00:00,3.0,3.0,4.0,4.0,4.0,4,0.0,yes
238,A350,Business,Business Class,London to Toronto,2021-10-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,5.0,yes
239,None,Solo Leisure,Business Class,London Heathrow to Athens Greece,2021-09-01 00:00:00,2.0,4.0,4.0,3.0,4.0,1,4.0,no
240,None,Solo Leisure,Economy Class,London to Cayman Islands ,2020-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
241,A320,Family Leisure,Economy Class,London to Prague,2021-10-01 00:00:00,1.0,1.0,1.0,0.0,1.0,2,0.0,no
242,A321,Couple Leisure,Business Class,Larnaca to London Heathrow,2021-10-01 00:00:00,3.0,4.0,3.0,0.0,4.0,4,3.0,yes
243,None,Couple Leisure,Economy Class,Heathrow to Manchester ,2021-08-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
244,None,Business,Business Class,London to Jersey,2021-09-01 00:00:00,2.0,1.0,0.0,0.0,1.0,1,0.0,no
245,None,Solo Leisure,Premium Economy,Denver to London,2021-10-01 00:00:00,5.0,5.0,0.0,0.0,5.0,5,0.0,yes
246,A321,Business,Economy Class,Belfast to London,2021-09-01 00:00:00,4.0,3.0,3.0,0.0,4.0,5,0.0,yes
247,A320,Couple Leisure,Economy Class,Manchester to Aberdeen via Heathrow,2021-08-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,1.0,no
248,None,Couple Leisure,Business Class,London Heathrow to Tenerife south,2021-09-01 00:00:00,3.0,1.0,2.0,0.0,1.0,1,0.0,no
249,None,Business,Business Class,London to New York,2021-09-01 00:00:00,3.0,1.0,1.0,2.0,3.0,4,2.0,no
250,A320,Couple Leisure,Business Class,London Heathrow to Larnaca,2021-09-01 00:00:00,3.0,3.0,3.0,0.0,3.0,3,2.0,yes
251,A320,Family Leisure,Business Class,London to Lisbon,2021-09-01 00:00:00,3.0,5.0,4.0,0.0,3.0,4,4.0,yes
252,Embraer,Solo Leisure,Economy Class,Frankfurt to London,2021-09-01 00:00:00,4.0,4.0,1.0,0.0,1.0,1,0.0,no
253,None,Business,Economy Class,Geneva to Sao Paulo via London,2020-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
254,None,Family Leisure,Economy Class,Abuja to London,2021-09-01 00:00:00,0.0,0.0,0.0,0.0,1.0,3,0.0,no
255,None,Business,Business Class,Mykonos to New York via London,2021-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
256,None,Solo Leisure,Economy Class,Boston to Tirana London,2021-09-01 00:00:00,2.0,3.0,3.0,3.0,1.0,3,0.0,no
257,None,Couple Leisure,Economy Class,Washington Dulles to London ,2021-08-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,0.0,no
258,None,Business,Economy Class,Gatwick to Catania,2021-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
259,Boeing 787-8,Solo Leisure,Economy Class,London to Moscow Domodedovo,2021-08-01 00:00:00,5.0,4.0,1.0,1.0,3.0,2,1.0,yes
260,None,Solo Leisure,Economy Class,London to Athens,2021-08-01 00:00:00,4.0,5.0,4.0,0.0,5.0,5,5.0,yes
261,A320,Family Leisure,Economy Class,London to Corfu,2021-08-01 00:00:00,4.0,5.0,4.0,4.0,4.0,4,4.0,yes
262,None,Family Leisure,Business Class,Moscow to London Heathrow,2021-08-01 00:00:00,4.0,1.0,2.0,3.0,1.0,1,0.0,no
263,None,Business,Business Class,London Heathrow to Munich,2021-08-01 00:00:00,3.0,2.0,2.0,0.0,1.0,2,0.0,no
264,A330,Couple Leisure,Business Class,London Heathrow to Nice,2021-07-01 00:00:00,3.0,4.0,5.0,0.0,3.0,3,0.0,no
265,None,Family Leisure,Economy Class,London to Hong Kong,2021-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
266,A230,Solo Leisure,Premium Economy,Belfast to Budapest via Heathrow,2021-07-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
267,Boeing 777-200,Family Leisure,Business Class,Cancun to Gatwick,2021-07-01 00:00:00,4.0,5.0,5.0,4.0,4.0,4,4.0,yes
268,Boeing 777-200,Family Leisure,Business Class,Gatwick to Cancun,2021-07-01 00:00:00,5.0,5.0,4.0,4.0,4.0,5,4.0,yes
269,None,Family Leisure,Economy Class,None,2021-07-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
270,None,Family Leisure,Economy Class,Bucharest to Toronto via London,2021-07-01 00:00:00,3.0,3.0,0.0,0.0,1.0,2,0.0,no
271,None,Business,Business Class,Seattle to Bangalore via London,2021-06-01 00:00:00,3.0,4.0,0.0,0.0,3.0,3,0.0,yes
272,Boeing 787,Solo Leisure,Business Class,London to Mexico City,2021-06-01 00:00:00,1.0,2.0,3.0,3.0,3.0,1,1.0,no
273,A320,Couple Leisure,Business Class,Preveza to London,2021-06-01 00:00:00,4.0,3.0,3.0,0.0,5.0,4,0.0,yes
274,None,Solo Leisure,Economy Class,London to Accra,2021-06-01 00:00:00,4.0,4.0,4.0,4.0,4.0,4,0.0,yes
275,A320,Couple Leisure,Business Class,London Heathrow to Preveza,2021-05-01 00:00:00,4.0,4.0,4.0,0.0,5.0,4,0.0,yes
276,None,Family Leisure,Economy Class,Durban to Cape Town,2021-01-01 00:00:00,3.0,3.0,0.0,0.0,3.0,1,0.0,no
277,A321NEO,Solo Leisure,Economy Class,Aberdeen to London Heathrow,2021-05-01 00:00:00,4.0,5.0,4.0,3.0,4.0,4,5.0,yes
278,None,Business,Business Class,Malaga to London,2021-04-01 00:00:00,3.0,3.0,0.0,0.0,4.0,4,0.0,yes
279,Boeing 737-800,Solo Leisure,Economy Class,Johannesburg to Cape Town,2021-04-01 00:00:00,4.0,5.0,4.0,0.0,5.0,4,0.0,yes
280,None,Solo Leisure,Economy Class,Gatwick to Cancun,2020-12-01 00:00:00,2.0,4.0,1.0,3.0,3.0,1,0.0,no
281,None,Couple Leisure,Economy Class,Bridgetown to London,2021-02-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
282,None,Family Leisure,Economy Class,Ottawa to Ahmedabad,2020-11-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
283,None,Solo Leisure,Economy Class,Antigua to London,2021-01-01 00:00:00,2.0,2.0,0.0,0.0,1.0,1,0.0,no
284,None,Solo Leisure,Economy Class,Sofia to London Heathrow,2020-12-01 00:00:00,5.0,5.0,5.0,5.0,5.0,3,5.0,no
285,None,Solo Leisure,Economy Class,Mumbai to London,2021-02-01 00:00:00,5.0,5.0,5.0,5.0,4.0,5,0.0,yes
286,Boeing 787-9,Business,First Class,Mexico City to London Heathrow,2021-01-01 00:00:00,2.0,5.0,1.0,2.0,3.0,3,1.0,no
287,None,Family Leisure,Economy Class,London to Maldives,2020-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
288,None,Solo Leisure,Economy Class,Heathrow to Belfast,2020-12-01 00:00:00,5.0,4.0,4.0,0.0,5.0,3,1.0,yes
289,None,Solo Leisure,Economy Class,London to Paris,2020-09-01 00:00:00,5.0,5.0,0.0,0.0,5.0,5,0.0,yes
290,None,Solo Leisure,Economy Class,London to Cairo,2020-12-01 00:00:00,5.0,5.0,0.0,0.0,5.0,4,0.0,yes
291,A350,Solo Leisure,Premium Economy,London Heathrow to Dubai,2020-07-01 00:00:00,4.0,1.0,1.0,5.0,5.0,5,4.0,no
292,A321,Solo Leisure,Business Class,London to Tenerife,2020-12-01 00:00:00,3.0,5.0,3.0,0.0,4.0,4,5.0,yes
293,Boeing 747,Family Leisure,Economy Class,London Heathrow to Lahore,2020-12-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
294,None,Solo Leisure,Economy Class,London to Venice,2020-10-01 00:00:00,5.0,4.0,3.0,0.0,3.0,5,0.0,yes
295,None,Couple Leisure,Economy Class,Munich to London,2019-11-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,5.0,yes
296,None,Family Leisure,Economy Class,London to Bangalore,2020-10-01 00:00:00,5.0,5.0,1.0,5.0,5.0,2,3.0,no
297,A320neo,Solo Leisure,Business Class,Warsaw to London-Heathrow,2020-09-01 00:00:00,5.0,5.0,5.0,5.0,4.0,5,5.0,yes
298,A321,Couple Leisure,Economy Class,London to Santorini,2020-08-01 00:00:00,4.0,4.0,3.0,0.0,1.0,2,0.0,no
299,A321,Couple Leisure,Economy Class,London to Paris,2020-02-01 00:00:00,2.0,3.0,2.0,0.0,5.0,1,0.0,no
300,A319,Business,Economy Class,Berlin to London,2020-08-01 00:00:00,1.0,1.0,2.0,0.0,2.0,2,0.0,no
301,A320,Solo Leisure,Economy Class,Newcastle to London Heathrow,2020-07-01 00:00:00,5.0,5.0,3.0,0.0,5.0,5,0.0,yes
302,None,Solo Leisure,Premium Economy,London to Singapore,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
303,None,Family Leisure,Economy Class,Austin to London,2020-07-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
304,None,Solo Leisure,Economy Class,London to Frankfurt,2020-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
305,None,Business,Economy Class,London Heathrow to Lyon,2020-02-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
306,Embraer 195,Business,Economy Class,London City to Edinburgh,2019-11-01 00:00:00,3.0,4.0,0.0,0.0,5.0,3,0.0,yes
307,None,Business,First Class,San Francisco to Edinburgh via London,2020-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
308,None,Business,Business Class,Rome to Los Angeles via London,2020-06-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
309,None,Couple Leisure,Economy Class,Chicago to Seville via Miami / Madrid,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
310,A350,Solo Leisure,Premium Economy,London to Tel Aviv,2020-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
311,None,Couple Leisure,Business Class,San Diego to Barcelona via London,2019-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
312,None,Solo Leisure,Economy Class,Toronto to London,2020-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
313,None,Family Leisure,Premium Economy,Tokyo to London,2020-03-01 00:00:00,3.0,2.0,1.0,3.0,2.0,1,0.0,no
314,None,Couple Leisure,Economy Class,Los Angeles to Paris via London,2020-03-01 00:00:00,3.0,3.0,2.0,3.0,5.0,1,0.0,no
315,A350,Couple Leisure,Business Class,London Heathrow to Toronto ,2020-02-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,0.0,yes
316,Boeing 747-400,Couple Leisure,Business Class,Las Vegas to London Heathrow ,2020-02-01 00:00:00,5.0,5.0,5.0,2.0,5.0,5,0.0,yes
317,None,Solo Leisure,Economy Class,Sydney to London via Singapore,2020-03-01 00:00:00,1.0,1.0,1.0,2.0,1.0,1,1.0,no
318,None,Business,Economy Class,Zurich to London,2020-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
319,None,Couple Leisure,Business Class,Vienna to London,2020-02-01 00:00:00,3.0,3.0,0.0,0.0,3.0,1,0.0,no
320,A321neo,Solo Leisure,Economy Class,London-Heathrow to Warsaw,2020-03-01 00:00:00,5.0,5.0,0.0,0.0,4.0,3,0.0,yes
321,None,Business,Economy Class,Johannesburg to London,2020-03-01 00:00:00,2.0,3.0,2.0,1.0,1.0,2,1.0,no
322,None,Business,Economy Class,London to Stockholm,2020-04-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
323,None,Solo Leisure,Economy Class,London to Budapest,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
324,Boeing 747,Solo Leisure,Business Class,Nashville to London via Chicago,2020-03-01 00:00:00,3.0,5.0,4.0,0.0,3.0,1,0.0,no
325,None,Solo Leisure,Economy Class,Vancouver to London,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
326,None,Family Leisure,Economy Class,London to Marrakesh,2019-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
327,Boeing 777,Couple Leisure,Economy Class,Seattle to Heathrow,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,5,0.0,no
328,None,Couple Leisure,Premium Economy,Mumbai to London Heathrow,2020-03-01 00:00:00,5.0,5.0,4.0,2.0,5.0,5,0.0,yes
329,None,Business,Economy Class,London to Valencia,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
330,None,Couple Leisure,Economy Class,London Gatwick to Funchal,2020-03-01 00:00:00,1.0,4.0,0.0,0.0,1.0,1,0.0,no
331,Boeing 747-400,Business,Business Class,Chicago to London Heathrow,2020-03-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
332,Boeing 747-400,Business,Business Class,London to New York JFK,2020-02-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
333,None,Solo Leisure,Economy Class,London to Madrid,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
334,None,Business,Economy Class,Frankfurt to Buenos Aires via London,2019-10-01 00:00:00,2.0,3.0,3.0,2.0,1.0,1,0.0,no
335,None,Business,Business Class,London to Paris CDG,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
336,None,Couple Leisure,Economy Class,London City to Berlin,2020-03-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
337,Boeing 787,Solo Leisure,Economy Class,London to Beijing,2020-01-01 00:00:00,3.0,5.0,4.0,5.0,4.0,4,0.0,yes
338,A380,Family Leisure,Economy Class,Hong Kong to London,2020-01-01 00:00:00,5.0,5.0,5.0,3.0,5.0,5,0.0,yes
339,Boeing 777-200,Couple Leisure,Economy Class,Mumbai to London,2020-03-01 00:00:00,4.0,5.0,5.0,4.0,5.0,5,0.0,yes
340,Boeing 777-200,Couple Leisure,Economy Class,London to Delhi,2020-02-01 00:00:00,4.0,5.0,5.0,4.0,2.0,4,0.0,yes
341,A319,Business,Business Class,Paris to London,2020-02-01 00:00:00,1.0,4.0,0.0,0.0,1.0,1,0.0,no
342,None,Solo Leisure,Economy Class,Singapore to London,2020-02-01 00:00:00,3.0,3.0,3.0,3.0,1.0,1,0.0,no
343,None,Solo Leisure,Economy Class,Gatwick to Malaga,2020-02-01 00:00:00,2.0,3.0,1.0,0.0,3.0,3,0.0,no
344,Boeing 747-400,Solo Leisure,Premium Economy,Vancouver to London,2020-02-01 00:00:00,4.0,5.0,5.0,5.0,4.0,5,0.0,yes
345,Boeing 787,Business,Business Class,London to Seattle,2020-02-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
346,Boeing 777,Solo Leisure,First Class,London Heathrow to Nairobi,2020-02-01 00:00:00,3.0,5.0,1.0,3.0,2.0,3,0.0,no
347,None,Couple Leisure,Premium Economy,Dubai to London,2020-02-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
348,None,Couple Leisure,Business Class,London to Cape Town,2020-02-01 00:00:00,4.0,2.0,1.0,3.0,3.0,3,0.0,no
349,Boeing 787,Solo Leisure,Economy Class,Rio de Janeiro to London ,2020-02-01 00:00:00,1.0,3.0,1.0,1.0,1.0,2,0.0,no
350,None,Solo Leisure,Economy Class,Johannesburg to Dublin via London,2020-02-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
351,Boeing 747-400,Couple Leisure,Business Class,Las Vegas to Paris via London,2020-02-01 00:00:00,1.0,4.0,3.0,1.0,4.0,1,0.0,no
352,A320,Couple Leisure,Economy Class,Geneva to Gatwick,2020-01-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
353,None,Solo Leisure,Economy Class,Mexico City to Manchester via London,2020-01-01 00:00:00,5.0,5.0,4.0,5.0,5.0,4,0.0,yes
354,A321,Solo Leisure,Business Class,London Heathrow to Sofia,2019-10-01 00:00:00,4.0,4.0,4.0,0.0,5.0,4,2.0,yes
355,None,Solo Leisure,Economy Class,Manchester to Melbourne via London / Singapore,2019-07-01 00:00:00,2.0,3.0,2.0,0.0,1.0,1,0.0,no
356,A321neo,Business,Business Class,Madrid to London ,2020-01-01 00:00:00,2.0,3.0,2.0,1.0,3.0,2,1.0,no
357,A320,Family Leisure,Economy Class,Prague to London,2020-01-01 00:00:00,5.0,5.0,0.0,0.0,3.0,5,3.0,yes
358,A380-800,Couple Leisure,Business Class,Johannesburg to London,2020-01-01 00:00:00,3.0,4.0,3.0,3.0,3.0,3,0.0,yes
359,Boeing 777-200,Business,Business Class,Las Vegas to Gatwick,2020-01-01 00:00:00,2.0,2.0,2.0,4.0,4.0,1,0.0,no
360,Boeing 747-400,Business,Business Class,San Diego to Stockholm via London,2020-01-01 00:00:00,5.0,5.0,5.0,3.0,1.0,3,1.0,no
361,A320,Couple Leisure,Business Class,Cape Town to Johannesburg,2020-01-01 00:00:00,4.0,4.0,3.0,0.0,4.0,4,0.0,yes
362,None,Solo Leisure,Economy Class,New York to London Heathrow via Copenhagen ,2019-12-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,1.0,yes
363,Boeing 787-9,Business,Business Class,Phoenix to London,2020-01-01 00:00:00,3.0,5.0,4.0,4.0,3.0,5,0.0,yes
364,Boeing 777-200,Solo Leisure,Economy Class,London Heathrow to Bangkok,2020-01-01 00:00:00,2.0,4.0,4.0,1.0,4.0,2,1.0,no
365,Boeing 777-200ER,Solo Leisure,Economy Class,Mumbai to Boston via London,2020-01-01 00:00:00,2.0,5.0,5.0,2.0,1.0,3,1.0,yes
366,None,Family Leisure,Economy Class,"Orlando, Florida to Accra, Ghana",2019-12-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
367,Boeing 787 / A320,Solo Leisure,Economy Class,Toronto to Geneva via London,2020-01-01 00:00:00,4.0,5.0,4.0,3.0,4.0,3,0.0,yes
368,Boeing 777-300,Solo Leisure,First Class,Hong Kong to London,2020-01-01 00:00:00,4.0,5.0,5.0,4.0,4.0,4,0.0,yes
369,Boeing 787,Business,Economy Class,San Jose to Amsterdam via London,2020-01-01 00:00:00,1.0,1.0,2.0,3.0,2.0,3,0.0,no
370,Boeing 777,Couple Leisure,Business Class,Singapore to Paris via London,2020-01-01 00:00:00,3.0,4.0,4.0,4.0,1.0,2,0.0,no
371,A321neo,Solo Leisure,Economy Class,Warsaw to London,2020-01-01 00:00:00,5.0,5.0,5.0,0.0,4.0,5,0.0,yes
372,Boeing 747-400,Family Leisure,Economy Class,New York  to London Heathrow,2020-01-01 00:00:00,4.0,5.0,3.0,4.0,5.0,4,0.0,yes
373,None,Family Leisure,Economy Class,London to Los Angeles,2019-12-01 00:00:00,2.0,1.0,2.0,0.0,1.0,3,1.0,no
374,Boeing 737-800,Couple Leisure,Business Class,Johannesburg to Cape Town,2020-01-01 00:00:00,3.0,3.0,3.0,0.0,4.0,4,0.0,yes
375,None,Business,Business Class,London to Bangkok,2020-01-01 00:00:00,2.0,1.0,1.0,0.0,2.0,2,0.0,no
376,A380,Couple Leisure,Business Class,London to Johannesburg,2020-01-01 00:00:00,4.0,4.0,4.0,3.0,4.0,4,2.0,yes
377,Boeing 777-200 / 747-400,Solo Leisure,Economy Class,Boston to Mumbai via London,2019-12-01 00:00:00,2.0,5.0,4.0,2.0,1.0,5,0.0,yes
378,None,Couple Leisure,Business Class,Los Angeles to London,2020-01-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
379,None,Solo Leisure,Premium Economy,Gatwick to Cancun,2020-01-01 00:00:00,3.0,1.0,1.0,2.0,3.0,2,1.0,no
380,A320,Solo Leisure,Business Class,London Gatwick to Glasgow,2020-01-01 00:00:00,4.0,5.0,4.0,0.0,5.0,4,0.0,yes
381,Boeing 787-8,Solo Leisure,Business Class,Rio De Janeiro to London Heathrow,2019-12-01 00:00:00,5.0,5.0,5.0,0.0,4.0,5,0.0,yes
382,A320,Business,Business Class,Gatwick to Tirana,2020-01-01 00:00:00,1.0,3.0,2.0,1.0,4.0,2,5.0,yes
383,A320,Couple Leisure,Business Class,Keflavik to London Heathrow,2020-01-01 00:00:00,3.0,5.0,5.0,0.0,4.0,5,0.0,yes
384,None,Couple Leisure,Economy Class,London Heathrow to Vancouver,2020-01-01 00:00:00,1.0,3.0,1.0,1.0,2.0,1,1.0,no
385,None,Couple Leisure,Economy Class,Tokyo to London Heathrow,2020-01-01 00:00:00,2.0,1.0,1.0,1.0,5.0,1,1.0,no
386,A380,Couple Leisure,Business Class,London to Hong Kong,2019-12-01 00:00:00,3.0,4.0,3.0,4.0,1.0,3,0.0,no
387,Boeing 747,Family Leisure,Business Class,Los Angeles to London Heathrow,2020-01-01 00:00:00,1.0,3.0,2.0,2.0,1.0,1,1.0,no
388,A320,Solo Leisure,Economy Class,Istanbul to London,2020-01-01 00:00:00,2.0,2.0,0.0,0.0,1.0,1,0.0,no
389,None,Solo Leisure,Economy Class,London to Bucharest,2019-12-01 00:00:00,2.0,2.0,1.0,0.0,1.0,1,0.0,no
390,Boeing 787-9,Solo Leisure,Business Class,London to Rio De Janeiro,2019-12-01 00:00:00,5.0,5.0,5.0,5.0,4.0,5,2.0,yes
391,A321neo,Family Leisure,Economy Class,London to Athens,2019-12-01 00:00:00,3.0,1.0,1.0,0.0,3.0,4,0.0,no
392,None,Solo Leisure,Economy Class,Copenhagen to London,2019-12-01 00:00:00,2.0,1.0,1.0,0.0,1.0,1,0.0,no
393,A320,Solo Leisure,Economy Class,Budapest to Billund via London,2019-12-01 00:00:00,3.0,3.0,2.0,1.0,4.0,3,0.0,yes
394,None,Solo Leisure,Economy Class,Cape Town to Brussels via London,2019-12-01 00:00:00,3.0,5.0,4.0,3.0,4.0,4,3.0,yes
395,Boeing 777-300ER,Solo Leisure,Economy Class,Sydney to Toulouse via Singapore / London,2019-12-01 00:00:00,5.0,5.0,5.0,2.0,4.0,5,1.0,yes
396,A321neo,Solo Leisure,Business Class,Sofia to London,2019-10-01 00:00:00,3.0,4.0,4.0,0.0,3.0,4,0.0,yes
